Sensor1,Sensor2,Sensor3,Sensor4,,Actual,Predicted
2.846,0.634,1.637,0.864,,Move-Forward,Move-Forward
2.833,0.627,1.642,0.878,,Move-Forward,Move-Forward
2.82,0.623,1.647,0.891,,Move-Forward,Move-Forward
2.808,0.62,1.652,0.903,,Move-Forward,Move-Forward
2.796,0.618,1.656,0.915,,Move-Forward,Move-Forward
2.783,0.615,1.662,0.928,,Move-Forward,Move-Forward
2.769,0.614,1.667,0.942,,Move-Forward,Move-Forward
2.754,0.609,1.672,0.957,,Move-Forward,Move-Forward
2.738,0.599,1.682,0.973,,Move-Forward,Move-Forward
2.722,0.597,1.688,0.99,,Move-Forward,Move-Forward
2.704,0.588,1.695,1.008,,Move-Forward,Move-Forward
2.686,0.583,1.701,1.026,,Move-Forward,Move-Forward
2.668,0.578,1.704,1.044,,Move-Forward,Move-Forward
2.65,0.573,1.709,1.062,,Move-Forward,Move-Forward
2.631,0.568,1.715,1.08,,Move-Forward,Move-Forward
2.612,0.563,1.723,1.102,,Move-Forward,Move-Forward
2.593,0.558,1.727,1.122,,Move-Forward,Move-Forward
2.573,0.553,1.732,1.142,,Move-Forward,Move-Forward
2.553,0.548,1.738,1.162,,Move-Forward,Move-Forward
2.533,0.543,1.744,1.178,,Move-Forward,Move-Forward
2.513,0.539,1.749,1.198,,Move-Forward,Move-Forward
2.493,0.534,1.755,1.218,,Move-Forward,Move-Forward
2.473,0.53,1.76,1.238,,Move-Forward,Move-Forward
2.453,0.525,1.765,1.257,,Move-Forward,Move-Forward
2.433,0.52,1.771,1.277,,Move-Forward,Move-Forward
2.411,0.516,1.776,1.296,,Move-Forward,Move-Forward
2.394,0.512,1.781,1.316,,Move-Forward,Move-Forward
2.371,0.508,1.787,1.338,,Move-Forward,Move-Forward
2.351,0.504,1.792,1.354,,Move-Forward,Move-Forward
2.332,0.501,1.797,1.374,,Move-Forward,Move-Forward
2.312,0.499,1.802,1.393,,Move-Forward,Move-Forward
2.292,0.5,1.807,1.413,,Move-Forward,Move-Forward
2.272,0.516,1.812,1.433,,Move-Forward,Move-Forward
2.253,0.51,1.817,1.452,,Move-Forward,Slight-Right-Turn
2.233,0.503,1.822,1.472,,Move-Forward,Slight-Right-Turn
2.212,0.502,1.827,1.492,,Move-Forward,Slight-Right-Turn
2.192,0.502,1.832,1.512,,Move-Forward,Slight-Right-Turn
2.172,0.504,1.837,1.532,,Move-Forward,Move-Forward
2.152,0.506,1.841,1.554,,Move-Forward,Move-Forward
2.132,0.602,1.846,1.575,,Move-Forward,Move-Forward
2.112,0.513,1.85,1.594,,Move-Forward,Move-Forward
2.093,0.591,1.855,1.614,,Move-Forward,Move-Forward
2.074,0.57,1.859,1.634,,Move-Forward,Move-Forward
1.972,0.566,1.884,1.733,,Move-Forward,Move-Forward
1.952,0.573,1.889,1.75,,Move-Forward,Move-Forward
1.874,1.496,1.907,1.828,,Slight Left,Slight Left
1.855,1.492,1.912,1.846,,Slight Left,Slight Left
1.836,1.488,1.916,1.865,,Slight Left,Slight Left
1.817,1.485,1.921,1.884,,Slight Left,Slight Left
1.797,1.481,1.86,1.904,,Slight Left,Slight Left
1.779,1.481,1.93,1.923,,Slight Left,Slight Left
1.76,1.474,1.934,1.941,,Slight Left,Slight Left
1.742,1.473,1.938,1.959,,Slight Left,Slight Left
1.724,1.466,1.942,1.978,,Slight Left,Slight Left
1.706,1.466,1.947,1.996,,Slight Left,Slight Left
1.688,1.462,1.951,2.013,,Slight Left,Slight Left
1.671,1.459,1.748,2.03,,Slight Left,Slight Left
1.659,1.456,1.961,2.046,,Slight Left,Slight Left
1.641,1.457,1.71,2.06,,Slight Left,Slight Left
1.626,1.477,1.69,2.074,,Slight Left,Slight Left
1.612,1.485,1.649,2.088,,Slight Left,Slight Left
1.598,1.449,1.63,2.101,,Slight Left,Slight Left
1.584,1.446,1.614,2.114,,Slight Left,Slight Left
1.57,1.444,1.621,2.128,,Slight Left,Slight Left
1.557,1.442,1.605,2.141,,Slight Left,Slight Left
1.545,1.439,1.591,2.154,,Slight Left,Slight Left
1.47,1.444,1.557,2.168,,Slight Left,Slight Left
1.44,2.738,1.539,2.183,,Slight Left,Slight Left
1.431,0.821,1.525,2.118,,Move-Forward,Move-Forward
1.424,0.828,1.507,2.208,,Move-Forward,Move-Forward
1.433,0.833,1.493,2.097,,Move-Forward,Move-Forward
1.436,0.84,1.498,2.129,,Move-Forward,Move-Forward
1.411,0.853,1.474,2.249,,Move-Forward,Move-Forward
1.395,0.988,1.459,2.111,,Slight Left,Slight Left
1.389,2.278,1.446,2.11,,Slight Left,Slight Left
1.382,2.283,1.431,2.295,,Slight Left,Slight Left
1.37,1.432,1.419,2.121,,Slight Left,Slight Left
1.357,1.746,1.407,2.384,,Slight Left,Slight Left
1.346,1.748,1.394,2.708,,Slight Left,Slight Left
1.335,1.754,1.382,2.347,,Slight Left,Slight Left
1.327,1.762,1.37,2.402,,Slight Left,Slight Left
1.318,1.774,1.359,3.241,,Slight Left,Slight Left
1.306,2.35,1.352,3.259,,Slight Left,Slight Left
1.292,2.359,1.342,2.47,,Slight Left,Slight Left
1.279,1.001,1.328,3.285,,Slight Left,Move-Forward
1.267,2.373,1.319,2.192,,Slight Left,Slight Left
1.251,2.38,1.31,2.203,,Slight Left,Slight Left
1.238,2.387,1.303,2.218,,Slight Left,Slight Left
1.229,2.394,1.296,2.252,,Slight Left,Slight Left
1.216,2.401,1.289,2.26,,Slight Left,Slight Left
1.204,2.408,1.287,2.248,,Slight Left,Slight Left
1.191,2.415,1.281,2.253,,Slight Left,Slight Left
1.177,2.424,1.277,2.265,,Slight Left,Slight Left
1.163,2.429,1.274,2.277,,Slight Left,Slight Left
1.149,1.6,1.265,2.292,,Slight Left,Slight Left
1.132,1.601,1.261,2.299,,Slight Left,Slight Left
1.119,0.943,1.254,2.314,,Slight Left,Move-Forward
1.105,0.94,1.25,2.331,,Slight Left,Move-Forward
1.091,0.938,1.246,2.347,,Slight Left,Move-Forward
1.08,0.938,1.244,2.358,,Slight Left,Slight Left
1.067,0.938,1.241,2.284,,Slight Left,Move-Forward
1.053,0.939,1.239,2.297,,Slight Left,Slight Left
1.038,0.933,1.238,2.394,,Slight Left,Move-Forward
1.019,0.933,1.089,2.408,,Slight Left,Slight Left
1.005,0.933,1.233,2.326,,Slight Left,Slight Left
0.991,0.933,1.232,2.405,,Slight Left,Move-Forward
0.975,0.933,1.231,2.447,,Slight Left,Move-Forward
0.961,0.935,1.23,2.461,,Slight Left,Slight Left
0.946,0.935,1.23,2.477,,Slight Left,Slight Left
0.935,0.937,1.231,2.386,,Slight Left,Move-Forward
0.922,0.939,1.236,2.509,,Slight Left,Slight Left
0.908,2.468,1.238,2.52,,Slight Left,Slight Left
0.894,2.47,0.957,2.534,,Sharp-Right-Turn,Sharp-Right-Turn
0.876,2.483,1.24,2.547,,Sharp-Right-Turn,Slight Left
0.862,3.642,1.239,2.52,,Sharp-Right-Turn,Sharp-Right-Turn
0.848,3.646,1.242,2.574,,Sharp-Right-Turn,Sharp-Right-Turn
0.835,3.652,1.246,2.587,,Sharp-Right-Turn,Sharp-Right-Turn
0.823,3.658,0.938,2.599,,Sharp-Right-Turn,Sharp-Right-Turn
0.815,0.885,1.254,2.607,,Sharp-Right-Turn,Sharp-Right-Turn
0.815,3.663,1.256,2.531,,Sharp-Right-Turn,Sharp-Right-Turn
0.818,3.661,0.881,2.53,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,4.409,0.887,2.528,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,4.409,0.888,2.533,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,4.409,0.888,2.557,,Sharp-Right-Turn,Sharp-Right-Turn
0.821,4.408,1.256,2.601,,Sharp-Right-Turn,Sharp-Right-Turn
0.821,3.672,1.26,2.575,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.914,1.261,2.601,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.906,0.89,2.602,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.908,0.895,2.601,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.862,1.265,2.601,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.856,1.266,2.6,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.854,1.188,2.599,,Sharp-Right-Turn,Sharp-Right-Turn
0.824,0.849,1.185,2.599,,Sharp-Right-Turn,Sharp-Right-Turn
0.823,0.847,1.19,2.6,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.845,1.27,2.565,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.843,1.272,2.601,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.842,1.275,2.605,,Sharp-Right-Turn,Sharp-Right-Turn
0.823,0.84,1.278,2.606,,Sharp-Right-Turn,Sharp-Right-Turn
0.823,0.844,1.28,2.604,,Sharp-Right-Turn,Sharp-Right-Turn
0.824,0.838,1.282,2.503,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.831,1.283,2.615,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.83,1.285,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.821,0.827,1.287,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.821,0.825,1.289,2.613,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,0.823,1.291,2.615,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,0.822,1.297,2.616,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,0.824,1.299,2.621,,Sharp-Right-Turn,Sharp-Right-Turn
0.823,0.865,1.302,3.634,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.82,1.3,3.629,,Sharp-Right-Turn,Sharp-Right-Turn
0.821,0.815,1.302,3.628,,Sharp-Right-Turn,Sharp-Right-Turn
0.816,0.81,1.303,3.627,,Sharp-Right-Turn,Sharp-Right-Turn
0.815,0.808,1.305,3.623,,Sharp-Right-Turn,Sharp-Right-Turn
0.814,0.806,1.307,3.625,,Sharp-Right-Turn,Sharp-Right-Turn
0.813,0.804,1.31,3.625,,Sharp-Right-Turn,Sharp-Right-Turn
0.813,0.809,1.312,3.628,,Sharp-Right-Turn,Sharp-Right-Turn
0.816,0.919,1.319,3.624,,Sharp-Right-Turn,Sharp-Right-Turn
0.816,0.916,1.322,3.628,,Sharp-Right-Turn,Sharp-Right-Turn
0.817,0.813,1.321,3.62,,Sharp-Right-Turn,Sharp-Right-Turn
0.81,0.805,1.323,3.619,,Sharp-Right-Turn,Sharp-Right-Turn
0.809,0.801,1.324,3.619,,Sharp-Right-Turn,Sharp-Right-Turn
0.807,0.8,1.326,3.623,,Sharp-Right-Turn,Sharp-Right-Turn
0.806,0.823,1.329,3.636,,Sharp-Right-Turn,Sharp-Right-Turn
0.806,0.863,1.331,3.623,,Sharp-Right-Turn,Sharp-Right-Turn
0.805,0.859,1.334,3.629,,Sharp-Right-Turn,Sharp-Right-Turn
0.808,0.887,1.336,3.687,,Sharp-Right-Turn,Sharp-Right-Turn
0.808,0.896,1.342,3.69,,Sharp-Right-Turn,Sharp-Right-Turn
0.807,0.868,1.367,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.841,1.365,0.79,,Sharp-Right-Turn,Sharp-Right-Turn
0.825,0.834,1.354,0.787,,Sharp-Right-Turn,Sharp-Right-Turn
0.841,0.826,1.354,0.785,,Sharp-Right-Turn,Sharp-Right-Turn
0.805,0.823,1.357,0.783,,Sharp-Right-Turn,Sharp-Right-Turn
0.808,0.829,1.363,0.764,,Sharp-Right-Turn,Sharp-Right-Turn
0.808,0.825,1.368,0.736,,Sharp-Right-Turn,Sharp-Right-Turn
0.814,0.805,1.493,0.719,,Sharp-Right-Turn,Sharp-Right-Turn
0.871,0.798,1.891,0.703,,Sharp-Right-Turn,Sharp-Right-Turn
0.889,0.794,1.893,0.7,,Sharp-Right-Turn,Sharp-Right-Turn
0.932,0.792,1.604,0.707,,Move-Forward,Move-Forward
0.934,0.792,1.411,0.717,,Move-Forward,Move-Forward
0.926,0.789,1.389,0.716,,Move-Forward,Move-Forward
1.213,0.783,1.392,0.708,,Move-Forward,Move-Forward
1.352,0.782,1.391,0.706,,Move-Forward,Move-Forward
1.349,0.782,1.384,0.712,,Move-Forward,Move-Forward
1.343,0.781,1.378,0.722,,Move-Forward,Move-Forward
1.335,0.781,1.369,0.727,,Move-Forward,Move-Forward
0.91,0.776,1.359,0.748,,Move-Forward,Sharp-Right-Turn
0.897,0.768,1.35,0.754,,Sharp-Right-Turn,Sharp-Right-Turn
1.297,0.766,1.36,0.775,,Move-Forward,Move-Forward
1.282,0.759,1.317,1.624,,Move-Forward,Move-Forward
1.265,0.753,1.3,0.801,,Move-Forward,Move-Forward
1.249,0.745,1.285,0.817,,Move-Forward,Move-Forward
1.233,0.738,1.272,0.864,,Move-Forward,Move-Forward
1.217,0.732,1.278,0.851,,Move-Forward,Move-Forward
1.201,0.725,1.268,0.86,,Move-Forward,Move-Forward
1.184,0.718,1.226,0.878,,Move-Forward,Move-Forward
1.168,0.712,1.232,0.898,,Move-Forward,Move-Forward
1.151,0.706,1.215,0.919,,Move-Forward,Move-Forward
1.133,0.699,1.199,1.576,,Move-Forward,Move-Forward
1.116,0.692,1.177,0.966,,Move-Forward,Move-Forward
1.098,0.686,1.163,5,,Move-Forward,Sharp-Right-Turn
1.08,0.678,1.129,1.007,,Move-Forward,Move-Forward
1.062,0.672,1.127,1.594,,Move-Forward,Sharp-Right-Turn
1.043,0.665,1.106,5,,Move-Forward,Sharp-Right-Turn
1.024,0.657,1.087,1.562,,Move-Forward,Sharp-Right-Turn
0.894,0.649,1.071,1.085,,Sharp-Right-Turn,Sharp-Right-Turn
0.873,0.642,1.053,1.105,,Sharp-Right-Turn,Sharp-Right-Turn
0.967,0.635,1.034,1.118,,Move-Forward,Move-Forward
0.854,0.628,1.016,1.168,,Sharp-Right-Turn,Sharp-Right-Turn
